,BS 1,BS 2,BS 3,BS 4,BS 5,BS 6,BS 7,BS 8,BS 9,BS 10,BS 11,BS 12,BS 13,BS 14,BS 15,BS 16,BS 17,BS 18,BS 19,BS 20,BS 21,BS 22,BS 23,BS 24,BS 25,BS 26,BS 27,BS 28,BS 29,BS 30,BS 31,BS 32,BS 33,BS 34,BS 35,BS 36,BS 37,BS 38,BS 39,BS 40,BS 41,BS 42,BS 43,BS 44,BS 45,BS 46,BS 47,BS 48,BS 49,BS 50,BS 51,BS 52,BS 53,BS 54,BS 55,BS 56,BS 57,BS 58,BS 59,BS 60,BS 61,BS 62,BS 63,BS 64,BS 65,BS 66,BS 67,BS 68,RX Time,SF,HDOP,Latitude,Longitude,Weather param sense time,date,temperature_2m,relative_humidity_2m,dew_point_2m,apparent_temperature,precipitation,rain,snowfall,snow_depth,weather_code,pressure_msl,surface_pressure,cloud_cover,cloud_cover_low,cloud_cover_mid,cloud_cover_high,et0_fao_evapotranspiration,vapour_pressure_deficit,wind_speed_10m,wind_speed_100m,wind_direction_10m,wind_direction_100m,wind_gusts_10m,shortwave_radiation,direct_radiation,diffuse_radiation,direct_normal_irradiance,global_tilted_irradiance,terrestrial_radiation,shortwave_radiation_instant,direct_radiation_instant,diffuse_radiation_instant,direct_normal_irradiance_instant,global_tilted_irradiance_instant,terrestrial_radiation_instant
697,-200,-200,-200,-200,-104,-200,-200,-200,-200,-200,-200,-200,-106,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-108,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,2018-01-09 08:14:16.662000+00:00,10,0.5899999738,51.2292518616,4.4020266533,2018-01-09T08:14,2018-01-09 08:14:00+00:00,1.1955,94.74095,0.44550002,-2.3933215,0.0,0.0,0.0,0.0,1.0,1010.8,1010.1709,36.0,7.0,0.0,99.0,0.01237237,0.03514278,10.514218,22.932877,128.04709,137.54485,18.359999,1.0,0.0,1.0,0.0,1.0,25.083702,2.7706559,0.0,2.7706559,0.0,0.80585456,69.49831
698,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-104,-95,-200,-200,-200,-200,-200,-112,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,2017-12-29 14:54:56.955000+00:00,10,1.0399999619,51.2246170044,4.4101266861,2017-12-29T14:54,2017-12-29 14:54:00+00:00,3.1955001,93.81764,2.2955,-3.199665,0.2,0.2,0.0,0.0,51.0,995.1,994.48505,100.0,100.0,67.0,98.0,0.017602025,0.04764062,31.89608,50.090477,196.38962,198.43504,59.76,22.0,0.0,22.0,0.0,22.0,189.99832,13.704822,0.0,13.704822,0.0,13.704822,118.35879
699,-200,-100,-200,-200,-200,-200,-200,-200,-200,-101,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,2018-01-11 18:39:05.541000+00:00,12,0.6700000167,51.1943016052,4.4189901352,2018-01-11T18:39,2018-01-11 18:39:00+00:00,6.6454997,99.31497,6.5455,4.6629467,0.0,0.0,0.0,0.0,3.0,1021.0,1020.3767,95.4,100.0,9.0,0.0,0.0,0.006712854,7.5942073,13.896187,5.4402504,16.557161,15.4800005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
700,-200,-200,-200,-200,-200,-200,-200,-200,-114,-200,-200,-200,-200,-113,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-116,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,2017-12-29 09:10:40.979000+00:00,12,0.6899999976,51.2223243713,4.4423918724,2017-12-29T09:10,2017-12-29 09:10:00+00:00,1.2455001,86.20887,-0.80450004,-4.206805,0.0,0.0,0.0,0.0,2.0,1003.3,1002.6756,50.4,0.0,34.0,100.0,0.022669094,0.09248543,21.986542,36.973244,182.81549,186.70975,39.6,29.0,1.0,28.0,9.194808,29.0,128.38002,45.593105,1.5721761,44.02093,11.017166,38.051514,201.836
701,-200,-113,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-109,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-100,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,2018-01-15 07:53:19.118000+00:00,12,0.6200000048,51.2058982849,4.4315934181,2018-01-15T07:53,2018-01-15 07:53:00+00:00,4.5955,88.7302,2.8955,-0.42574787,0.0,0.0,0.0,0.0,3.0,1010.8,1010.1786,100.0,100.0,90.0,52.0,0.008397218,0.09582013,23.224882,37.30302,198.99675,202.1095,43.199997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.203283
702,-200,-114,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-112,-200,-200,-200,-103,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,2018-01-08 16:40:02.932000+00:00,12,0.6100000143,51.2071685791,4.4037132263,2018-01-08T16:40,2018-01-08 16:40:00+00:00,4.8954997,80.92797,1.8955001,0.76219416,0.0,0.0,0.0,0.0,0.0,1019.7,1019.0738,10.8,3.0,0.0,27.0,0.0,0.16558665,15.905319,29.16889,84.805664,88.58562,29.88,18.0,6.0,12.0,134.5337,18.000004,0.9539292,0.0,0.0,0.0,0.0,0.0,0.0
703,-112,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-102,-200,-200,-108,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,2017-11-23 14:53:09.290000+00:00,9,1.6599999666,51.2153663635,4.4084100723,2017-11-23T14:53,2017-11-23 14:53:00+00:00,12.0455,83.55649,9.3455,8.2534485,0.3,0.3,0.0,0.0,51.0,1003.5,1002.8991,100.0,98.0,46.0,0.0,0.05083383,0.23164392,24.858253,39.771442,259.9921,260.62302,60.120003,31.0,0.0,31.0,0.0,31.0,213.29778,19.7546,0.0,19.7546,0.0,19.7546,135.92297
704,-200,-200,-200,-200,-200,-200,-200,-200,-108,-200,-200,-111,-200,-104,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,2017-11-17 08:08:47.971000+00:00,7,0.8000000119,51.2158927917,4.4204034805,2017-11-17T08:08,2017-11-17 08:08:00+00:00,6.5455,90.77246,5.1454997,4.5124607,0.0,0.0,0.0,0.0,3.0,1028.0,1027.3724,86.399994,87.0,0.0,27.0,0.013384373,0.08980763,5.8048253,9.19939,299.74478,329.42084,9.0,17.0,3.0,14.0,29.94132,17.0,89.10963,33.89517,5.9815,27.913668,47.114258,21.54053,177.66975
705,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-106,-200,-106,-109,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,2017-12-28 10:50:52.519000+00:00,9,0.8299999833,51.2317047119,4.4288682938,2017-12-28T10:50,2017-12-28 10:50:00+00:00,3.2955,87.044395,1.3455,-1.2191606,0.0,0.0,0.0,0.0,0.0,999.4,998.7828,4.5,5.0,0.0,0.0,0.041228443,0.100541115,17.873556,32.88635,260.72748,264.976,36.0,128.0,72.0,56.0,315.66827,128.0,322.585,141.42007,79.54879,61.871284,315.66827,141.42007,356.40622
706,-200,-200,-200,-200,-95,-200,-200,-200,-200,-200,-200,-200,-106,-100,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,2017-11-22 09:20:08.292000+00:00,9,0.6899999976,51.2326698303,4.4050831795,2017-11-22T09:20,2017-11-22 09:20:00+00:00,10.195499,83.62026,7.5455,5.867796,0.0,0.0,0.0,0.0,2.0,1007.3,1006.693,63.0,37.0,0.0,99.0,0.05475078,0.2041322,25.318008,42.24443,209.84584,212.47118,48.96,91.0,51.0,40.0,280.45993,90.99999,255.00557,114.22545,64.01646,50.20899,280.45993,114.22544,320.08926
707,-200,-200,-200,-200,-200,-108,-200,-200,-200,-200,-200,-200,-200,-200,-110,-200,-200,-200,-200,-200,-200,-107,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,2018-02-03 12:32:15.500000+00:00,10,0.8400000334,51.2321777344,4.3820948601,2018-02-03T12:32,2018-02-03 12:32:00+00:00,3.4955,92.50826,2.3955,0.46996832,0.3,0.3,0.0,0.0,51.0,1006.5,1005.8787,100.0,89.0,95.0,84.0,0.04588745,0.05896592,8.913181,12.496718,223.36346,228.50363,22.319998,123.0,18.0,105.0,47.576763,123.0,532.75415,121.24811,17.743626,103.504486,47.576763,121.24811,525.1661
708,-200,-97,-200,-200,-200,-200,-200,-200,-200,-88,-200,-118,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,2018-01-31 21:37:03.321000+00:00,12,0.6800000072,51.1942825317,4.4185266495,2018-01-31T21:37,2018-01-31 21:37:00+00:00,3.3455,83.07551,0.74549997,-1.3528316,0.0,0.0,0.0,0.0,0.0,1000.8,1000.1819,18.9,15.0,9.0,0.0,0.012411639,0.13180447,18.455048,33.014175,249.44388,251.56496,33.839996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
709,-200,-200,-200,-200,-200,-200,-200,-200,-106,-200,-200,-200,-107,-98,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,2017-12-21 19:09:03.160000+00:00,9,0.6600000262,51.2190437317,4.4043297768,2017-12-21T19:09,2017-12-21 19:09:00+00:00,8.8955,99.663055,8.8455,7.3224363,0.0,0.0,0.0,0.0,3.0,1034.5,1033.8737,100.0,100.0,96.0,100.0,0.0,0.003848195,8.714677,15.484185,218.2902,234.46223,15.119999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
710,-200,-200,-200,-200,-200,-200,-200,-200,-113,-200,-200,-200,-200,-109,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-114,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,2018-01-11 10:11:16.801000+00:00,12,0.5799999833,51.2137832642,4.41106987,2018-01-11T10:11,2018-01-11 10:11:00+00:00,5.3455,96.245125,4.7955,3.732851,0.0,0.0,0.0,0.0,1.0,1016.5,1015.8767,20.4,16.0,10.0,0.0,0.03746386,0.033637166,2.4149535,4.1046314,26.564985,52.124958,9.0,118.0,60.0,58.0,298.44336,117.99999,284.31873,140.18997,71.283035,68.90694,298.44336,140.18997,337.785
711,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-114,-108,-200,-200,-200,-200,-200,-114,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,2018-02-05 10:37:30.574000+00:00,8,0.8600000143,51.2192802429,4.4044485092,2018-02-05T10:37,2018-02-05 10:37:00+00:00,0.69549996,75.703865,-3.1045,-4.4880295,0.0,0.0,0.0,0.0,0.0,1026.1,1025.4602,0.9,1.0,0.0,0.0,0.06836887,0.15659738,18.0,25.323128,73.73973,75.17348,36.0,234.0,170.0,64.0,530.11835,233.99997,451.30945,258.14948,187.5445,70.60499,530.11835,258.14944,497.88593
712,-200,-99,-200,-200,-200,-200,-200,-200,-200,-99,-115,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,2018-01-03 22:00:36.601000+00:00,11,0.7699999809,51.194229126,4.4182748795,2018-01-03T22:00,2018-01-03 22:00:00+00:00,7.3455,68.585075,1.9455,1.4724221,0.0,0.0,0.0,0.0,0.0,1000.5,999.8909,9.9,11.0,0.0,0.0,0.05316,0.32298255,27.897097,45.40569,252.7341,255.30263,51.839996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
713,-200,-200,-200,-200,-107,-200,-200,-200,-112,-200,-200,-200,-200,-108,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,2018-01-23 07:36:38.298000+00:00,7,0.7400000095,51.2311859131,4.4110450745,2018-01-23T07:36,2018-01-23 07:36:00+00:00,5.2955,93.59066,4.3455,1.8835831,0.0,0.0,0.0,0.0,3.0,1021.0,1020.3739,92.7,100.0,0.0,9.0,0.0,0.057217598,14.118243,26.925497,199.35909,209.64977,27.359999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
714,-200,-200,-200,-200,-200,-200,-113,-200,-200,-200,-114,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-114,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,2017-12-29 08:33:10.161000+00:00,12,0.6500000358,51.227355957,4.4394598007,2017-12-29T08:33,2017-12-29 08:33:00+00:00,-0.15450001,88.63637,-1.8045,-5.3254137,0.0,0.0,0.0,0.0,2.0,1004.3,1003.6718,56.100002,1.0,42.0,100.0,0.016528526,0.068875015,19.083395,34.875435,181.0809,187.7118,34.2,0.0,0.0,0.0,0.0,0.0,47.247513,0.0,0.0,0.0,0.0,0.0,111.78814
715,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-112,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-99,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,2017-11-28 08:06:44.363000+00:00,9,0.8700000048,51.2072257996,4.3974518776,2017-11-28T08:06,2017-11-28 08:06:00+00:00,3.8955,90.58248,2.4955,-0.2087698,0.0,0.0,0.0,0.0,1.0,1006.9,1006.27936,46.199997,34.0,26.0,0.0,0.0147371935,0.07623941,16.434305,30.018473,241.1893,247.43295,30.960001,9.0,3.0,6.0,38.63496,8.999999,49.316425,21.188892,7.0629644,14.125929,81.03837,9.575472,116.10672
716,-114,-101,-200,-200,-200,-200,-200,-200,-200,-91,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,2018-01-09 20:40:41.558000+00:00,12,0.6700000167,51.1945495605,4.4186034203,2018-01-09T20:40,2018-01-09 20:40:00+00:00,6.1955,94.61593,5.3954997,3.8004303,0.0,0.0,0.0,0.0,3.0,1008.6,1007.98334,100.0,100.0,3.0,43.0,0.0,0.051153123,8.654986,17.873556,196.9276,207.5972,14.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
717,-111,-200,-115,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-114,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,2018-01-30 07:59:32.717000+00:00,12,0.7699999809,51.2085609436,4.4087848663,2018-01-30T07:59,2018-01-30 07:59:00+00:00,0.94549996,97.15813,0.5455,-2.1362522,0.0,0.0,0.0,0.0,0.0,1030.4,1029.7582,14.700001,0.0,0.0,49.0,0.007677641,0.018652141,7.145796,15.827721,229.08571,252.80138,11.879999,0.0,0.0,0.0,0.0,0.0,39.543083,0.0,0.0,0.0,0.0,0.0,98.05191
718,-200,-200,-200,-200,-114,-200,-200,-200,-200,-200,-200,-200,-115,-113,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,2018-01-18 08:11:30.278000+00:00,12,0.7699999809,51.2191009521,4.4044299126,2018-01-18T08:11,2018-01-18 08:11:00+00:00,9.445499,71.229416,4.4954996,0.6108699,0.1,0.1,0.0,0.0,51.0,991.3,990.7011,10.5,11.0,1.0,0.0,0.08837823,0.34100926,51.515232,79.38469,256.25507,257.1612,96.479996,1.0,0.0,1.0,0.0,1.0,32.562527,2.5851796,0.0,2.5851796,0.0,0.90071315,84.17998
719,-200,-200,-200,-108,-111,-200,-200,-200,-106,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,2018-01-25 21:48:03.207000+00:00,8,1.2700001001,51.2358283997,4.4161782265,2018-01-25T21:48,2018-01-25 21:48:00+00:00,5.8455,93.292404,4.8455,3.0372748,0.0,0.0,0.0,0.0,3.0,1011.6,1010.9809,96.3,9.0,99.0,96.0,0.0,0.06220627,10.685391,22.493519,212.61923,219.80553,20.880001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
720,-200,-200,-200,-200,-200,-200,-200,-200,-109,-200,-200,-200,-84,-102,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,2018-01-03 10:13:33.587000+00:00,11,0.7299999595,51.2265548706,4.4143133164,2018-01-03T10:13,2018-01-03 10:13:00+00:00,8.2955,61.368404,1.2955,0.6034908,0.0,0.0,0.0,0.0,3.0,991.9,991.2983,100.0,42.0,66.0,96.0,0.1088915,0.42370492,39.60818,60.95917,258.9965,260.48212,74.159996,99.0,58.0,41.0,302.8011,99.000015,270.96066,117.60437,68.89953,48.70484,302.80106,117.60439,321.8804
721,-200,-200,-200,-200,-200,-200,-200,-200,-109,-200,-200,-200,-113,-96,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,2017-12-13 10:26:43.844000+00:00,11,0.9299999475,51.2181510925,4.4143848419,2017-12-13T10:26,2017-12-13 10:26:00+00:00,5.4954996,90.3803,4.0455,-0.7545824,0.5,0.5,0.0,0.05,53.0,1000.4,999.7868,100.0,100.0,99.0,100.0,0.027074404,0.08707744,33.16692,52.869774,207.12122,209.35765,61.199997,11.0,0.0,11.0,0.0,11.0,300.48538,12.500113,0.0,12.500113,0.0,12.500113,341.4637
722,-200,-200,-200,-111,-108,-200,-200,-200,-200,-200,-200,-200,-200,-101,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,2017-12-26 11:42:12.710000+00:00,7,0.6600000262,51.2310714722,4.4114284515,2017-12-26T11:42,2017-12-26 11:42:00+00:00,6.8954997,82.35106,4.0955,1.7120695,0.2,0.2,0.0,0.0,51.0,1000.9,1000.28973,28.5,19.0,19.0,0.0,0.067675926,0.17594832,25.922499,40.10406,232.3343,233.02715,47.16,184.0,126.0,58.0,485.38492,184.00002,367.0814,188.91467,129.36548,59.54919,485.38492,188.91469,376.8862
723,-200,-200,-200,-200,-200,-200,-200,-200,-104,-200,-200,-200,-112,-115,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,2017-12-30 08:19:57.625000+00:00,11,0.5899999738,51.2260322571,4.4254283905,2017-12-30T08:19,2017-12-30 08:19:00+00:00,9.1455,92.19982,7.9455,3.8196163,0.3,0.3,0.0,0.0,51.0,993.4,992.79926,100.0,100.0,0.0,100.0,0.022776896,0.09060073,32.846916,53.232548,223.66785,226.91826,60.839996,0.0,0.0,0.0,0.0,0.0,27.403559,0.0,0.0,0.0,0.0,0.0,73.85942
724,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-98,-116,-200,-200,-200,-200,-200,-200,-200,-87,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,2018-01-09 12:36:35.201000+00:00,12,0.8400000334,51.2037124634,4.3951449394,2018-01-09T12:36,2018-01-09 12:36:00+00:00,5.7955,86.37128,3.6955001,2.530715,0.0,0.0,0.0,0.0,3.0,1009.0,1008.3825,100.0,100.0,6.0,100.0,0.074925914,0.12595731,12.224107,16.946787,166.37299,167.73524,27.359999,246.0,181.0,65.0,635.9073,245.99995,402.58215,238.45026,175.44511,63.00515,635.90735,238.45021,390.2269
725,-107,-200,-200,-200,-200,-200,-200,-200,-102,-200,-200,-101,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,2017-12-04 10:56:04.152000+00:00,9,0.8500000238,51.2153015137,4.4335083962,2017-12-04T10:56,2017-12-04 10:56:00+00:00,6.6454997,91.412254,5.3455,4.0602827,0.0,0.0,0.0,0.0,1.0,1030.9,1030.2708,37.5,27.0,22.0,0.0,0.042094376,0.08415693,9.885262,16.75064,259.50858,278.65247,19.08,105.0,44.0,61.0,170.43568,105.0,363.52783,112.559654,47.167854,65.3918,170.43567,112.559654,389.70068
726,-200,-99,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-111,-200,-200,-103,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,2018-01-05 07:59:55.711000+00:00,7,0.7599999905,51.2039833069,4.4274535179,2018-01-05T07:59,2018-01-05 07:59:00+00:00,7.6454997,80.45712,4.4954996,3.176886,0.0,0.0,0.0,0.0,2.0,995.5,994.89453,60.9,9.0,38.0,100.0,0.02363583,0.20507729,21.575987,36.445442,244.2901,246.72707,45.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.371845
